fighter_1,fighter_2,knockdowns_1,knockdowns_2,total_strikes_1,total_strikes_2,significant_strikes_1,significant_strikes_2,head_strikes_1,head_strikes_2,body_strikes_1,body_strikes_2,leg_strikes_1,leg_strikes_2,distance_strikes_1,distance_strikes_2,clinch_strikes_1,clinch_strikes_2,ground_strikes_1,ground_strikes_2,takedowns_1,takedowns_2,submission_attempts_1,submission_attempts_2,reversals_1,reversals_2,control_time_1,control_time_2,result,method,round,time,referee,ufc_stats_com_url
Frankie Edgar,Brian Ortega,0,1,27 of 77,25 of 77,27 of 77,25 of 76,12 of 59,21 of 71,10 of 13,3 of 4,5 of 5,1 of 1,27 of 76,17 of 66,0 of 1,6 of 8,0 of 0,2 of 2,0 of 1,0 of 0,0,0,0,0,0:00,0:02,L,KO/TKO,1,4:44,Jason Herzog,http://ufcstats.com/fight-details/2361b51aa72e5551
Sean O'Malley,Andre Soukhamthath,0,0,73 of 121,42 of 79,63 of 111,25 of 60,41 of 83,7 of 37,15 of 21,9 of 12,7 of 7,9 of 11,53 of 100,16 of 50,1 of 2,1 of 1,9 of 9,8 of 9,0 of 0,4 of 7,3,0,1,0,0:55,6:01,W,Decision - Unanimous,3,5:00,Mark Smith,http://ufcstats.com/fight-details/efe055854f19a1d7
Stefan Struve,Andrei Arlovski,0,0,37 of 78,76 of 121,34 of 74,46 of 88,9 of 40,12 of 42,8 of 16,16 of 26,17 of 18,18 of 20,32 of 69,42 of 82,0 of 0,2 of 3,2 of 5,2 of 3,0 of 3,4 of 9,0,0,1,1,1:17,4:31,L,Decision - Unanimous,3,5:00,Herb Dean,http://ufcstats.com/fight-details/bfb7d17161aec938
Cat Zingano,Ketlen Vieira,0,0,77 of 128,96 of 139,59 of 106,41 of 71,33 of 70,32 of 60,17 of 25,6 of 8,9 of 11,3 of 3,31 of 69,17 of 43,19 of 24,9 of 13,9 of 13,15 of 15,0 of 2,2 of 2,0,1,0,0,0:14,10:09,L,Decision - Split,3,5:00,Jason Herzog,http://ufcstats.com/fight-details/1f52e665587dc645
Ashley Yoder,Mackenzie Dern,1,0,73 of 165,76 of 149,52 of 142,70 of 143,27 of 109,39 of 111,17 of 23,14 of 15,8 of 10,17 of 17,37 of 125,43 of 113,15 of 17,19 of 21,0 of 0,8 of 9,0 of 0,1 of 6,0,1,0,0,0:42,5:50,L,Decision - Split,3,5:00,Chris Tognoni,http://ufcstats.com/fight-details/ead2ca0d2afb46be
Beneil Dariush,Alexander Hernandez,0,1,4 of 11,9 of 14,4 of 11,8 of 13,2 of 7,5 of 10,1 of 3,3 of 3,1 of 1,0 of 0,4 of 11,6 of 11,0 of 0,0 of 0,0 of 0,2 of 2,0 of 0,0 of 0,0,0,0,0,0:00,0:01,L,KO/TKO,1,0:42,Jason Herzog,http://ufcstats.com/fight-details/9e21a8dea9663e26
John Dodson,Pedro Munhoz,0,0,76 of 184,73 of 176,76 of 184,69 of 172,47 of 151,39 of 118,22 of 26,21 of 39,7 of 7,9 of 15,76 of 181,63 of 165,0 of 3,4 of 5,0 of 0,2 of 2,0 of 0,1 of 1,0,0,0,0,0:00,1:02,W,Decision - Split,3,5:00,Chris Tognoni,http://ufcstats.com/fight-details/c73b81e7c1c1cccc
CB Dollaway,Hector Lombard,0,1,13 of 19,19 of 33,13 of 19,19 of 33,4 of 7,8 of 18,8 of 11,2 of 4,1 of 1,9 of 11,12 of 18,18 of 32,1 of 1,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0,0,0:00,0:00,W,DQ,1,5:00,Mark Smith,http://ufcstats.com/fight-details/6c2f05c47f494e15
Mike Pyle,Zak Ottow,0,1,4 of 20,26 of 56,4 of 20,22 of 50,1 of 15,18 of 40,3 of 5,2 of 8,0 of 0,2 of 2,4 of 20,9 of 29,0 of 0,0 of 0,0 of 0,13 of 21,0 of 0,0 of 0,0,0,0,0,0:00,0:20,L,KO/TKO,1,2:34,Herb Dean,http://ufcstats.com/fight-details/c6c975ca66a7f91a
Bryan Caraway,Cody Stamann,0,0,116 of 236,115 of 186,59 of 168,95 of 166,50 of 156,67 of 132,4 of 7,21 of 26,5 of 5,7 of 8,50 of 147,65 of 128,8 of 20,30 of 38,1 of 1,0 of 0,1 of 23,0 of 1,0,0,0,0,4:59,0:00,L,Decision - Split,3,5:00,Chris Tognoni,http://ufcstats.com/fight-details/12a64dfb8147566b
Jordan Johnson,Adam Milstead,0,0,176 of 239,70 of 145,59 of 106,58 of 133,44 of 88,47 of 121,7 of 9,6 of 7,8 of 9,5 of 5,57 of 101,44 of 113,2 of 5,13 of 19,0 of 0,1 of 1,2 of 11,0 of 0,0,0,0,0,7:13,0:00,W,Decision - Split,3,5:00,Mark Smith,http://ufcstats.com/fight-details/84f236d6c57d7cfb
Josh Emmett,Jeremy Stephens,1,1,21 of 43,24 of 57,18 of 40,24 of 57,9 of 30,18 of 46,5 of 6,4 of 8,4 of 4,2 of 3,13 of 32,19 of 49,0 of 0,0 of 0,5 of 8,5 of 8,0 of 0,0 of 0,0,0,0,0,0:21,0:09,L,KO/TKO,2,1:35,Dan Miragliotta,http://ufcstats.com/fight-details/519dcb290e6db845
Jessica Andrade,Tecia Torres,0,0,151 of 237,88 of 171,92 of 178,69 of 150,46 of 124,54 of 132,43 of 50,6 of 9,3 of 4,9 of 9,37 of 113,61 of 133,17 of 26,5 of 13,38 of 39,3 of 4,10 of 12,2 of 2,0,0,1,0,7:15,0:23,W,Decision - Unanimous,3,5:00,Kevin MacDonald,http://ufcstats.com/fight-details/4d9d371b8db6fb91
Ovince Saint Preux,Ilir Latifi,0,1,7 of 24,27 of 43,7 of 24,25 of 41,2 of 18,11 of 25,2 of 3,5 of 6,3 of 3,9 of 10,7 of 24,19 of 34,0 of 0,1 of 1,0 of 0,5 of 6,0 of 0,0 of 0,0,1,0,0,0:00,0:20,L,Submission,1,3:48,Jorge Alonso,http://ufcstats.com/fight-details/9c79433a4686f3fc
Mike Perry,Max Griffin,0,1,45 of 110,81 of 171,45 of 110,78 of 168,23 of 77,58 of 138,8 of 18,7 of 15,14 of 15,13 of 15,44 of 108,74 of 163,1 of 2,1 of 1,0 of 0,3 of 4,1 of 4,0 of 1,0,0,0,0,1:18,0:24,L,Decision - Unanimous,3,5:00,Andrew Glenn,http://ufcstats.com/fight-details/424a20da52b4f956
Renan Barao,Brian Kelleher,0,0,134 of 247,145 of 256,116 of 228,94 of 203,78 of 167,74 of 175,27 of 43,13 of 21,11 of 18,7 of 7,95 of 204,86 of 195,21 of 24,8 of 8,0 of 0,0 of 0,0 of 2,1 of 4,0,0,0,0,2:13,4:26,L,Decision - Unanimous,3,5:00,Dan Miragliotta,http://ufcstats.com/fight-details/e22a887ce4ab30eb
Sara McMann,Marion Reneau,0,0,76 of 120,37 of 55,9 of 49,23 of 39,5 of 42,23 of 38,2 of 5,0 of 1,2 of 2,0 of 0,6 of 45,11 of 24,3 of 4,1 of 2,0 of 0,11 of 13,2 of 5,0 of 0,0,1,0,0,5:11,0:07,L,Submission,2,3:40,Kevin MacDonald,http://ufcstats.com/fight-details/3cf4582b48302bb6
Maryna Moroz,Angela Hill,0,0,100 of 339,121 of 216,84 of 321,114 of 209,39 of 241,63 of 144,32 of 62,26 of 37,13 of 18,25 of 28,78 of 304,89 of 182,6 of 16,22 of 24,0 of 1,3 of 3,0 of 2,1 of 2,0,0,0,0,0:31,2:01,L,Decision - Unanimous,3,5:00,Jorge Alonso,http://ufcstats.com/fight-details/037c68d03c970609
Ben Saunders,Alan Jouban,0,2,34 of 80,78 of 141,33 of 79,78 of 141,21 of 60,53 of 109,8 of 14,10 of 13,4 of 5,15 of 19,25 of 65,60 of 110,8 of 13,16 of 28,0 of 1,2 of 3,0 of 0,0 of 0,0,0,0,0,0:03,0:18,L,KO/TKO,2,2:38,Andrew Glenn,http://ufcstats.com/fight-details/093ebd3375591101
Sam Alvey,Marcin Prachnio,2,0,14 of 23,36 of 45,10 of 19,15 of 24,3 of 12,3 of 10,1 of 1,4 of 6,6 of 6,8 of 8,9 of 17,12 of 20,1 of 1,3 of 4,0 of 1,0 of 0,1 of 1,0 of 0,0,0,0,0,1:41,0:14,W,KO/TKO,1,4:23,Dan Miragliotta,http://ufcstats.com/fight-details/04970dfa4d531e39
Rani Yahya,Russell Doane,0,0,105 of 149,15 of 30,17 of 20,2 of 8,1 of 4,0 of 5,14 of 14,2 of 3,2 of 2,0 of 0,2 of 5,2 of 8,0 of 0,0 of 0,15 of 15,0 of 0,2 of 3,1 of 1,2,0,1,0,9:59,0:22,W,Submission,3,2:32,Kevin MacDonald,http://ufcstats.com/fight-details/bf8f747e57d6d1c7
Eric Shelton,Alex Perez,0,0,72 of 140,67 of 123,41 of 109,29 of 82,30 of 98,15 of 64,9 of 9,3 of 6,2 of 2,11 of 12,31 of 98,24 of 73,1 of 2,1 of 4,9 of 9,4 of 5,0 of 2,5 of 9,0,0,0,0,0:02,6:58,L,Decision - Unanimous,3,5:00,Jorge Alonso,http://ufcstats.com/fight-details/0f2611c3ec4661dd
Albert Morales,Manny Bermudez,0,0,30 of 66,27 of 43,19 of 54,12 of 28,16 of 50,12 of 28,1 of 2,0 of 0,2 of 2,0 of 0,12 of 43,6 of 19,0 of 0,0 of 0,7 of 11,6 of 9,1 of 1,1 of 5,0,3,1,2,3:40,1:56,L,Submission,2,2:33,Andrew Glenn,http://ufcstats.com/fight-details/0328754c15ecd37c
Donald Cerrone,Yancy Medeiros,3,0,28 of 57,26 of 80,28 of 57,25 of 79,16 of 45,17 of 70,11 of 11,8 of 9,1 of 1,0 of 0,24 of 52,22 of 76,1 of 1,3 of 3,3 of 4,0 of 0,0 of 1,0 of 0,0,0,0,0,0:21,0:17,W,KO/TKO,1,4:58,Herb Dean,http://ufcstats.com/fight-details/8f7a73d05387b159
Derrick Lewis,Marcin Tybura,2,0,32 of 47,83 of 104,30 of 45,37 of 56,27 of 42,19 of 32,2 of 2,8 of 11,1 of 1,10 of 13,7 of 13,9 of 20,3 of 4,5 of 5,20 of 28,23 of 31,1 of 2,1 of 2,0,1,0,1,2:16,7:13,W,KO/TKO,3,2:48,Dan Miragliotta,http://ufcstats.com/fight-details/f73dfeb48b09e6a6
James Vick,Francisco Trinaldo,1,0,72 of 162,27 of 91,68 of 158,26 of 90,24 of 100,10 of 67,38 of 50,16 of 20,6 of 8,0 of 3,60 of 147,23 of 86,4 of 6,3 of 4,4 of 5,0 of 0,1 of 2,3 of 3,0,1,0,0,0:27,1:36,W,Decision - Unanimous,3,5:00,Kerry Hatley,http://ufcstats.com/fight-details/6ae96d1de3bb0506
Thiago Alves,Curtis Millender,0,2,37 of 110,47 of 106,33 of 106,47 of 106,3 of 63,31 of 85,3 of 3,7 of 10,27 of 40,9 of 11,33 of 106,44 of 100,0 of 0,0 of 0,0 of 0,3 of 6,1 of 1,0 of 0,0,0,0,0,0:14,0:15,L,KO/TKO,2,4:17,Jacob Montalvo,http://ufcstats.com/fight-details/357a5bc5de4f545d
Steven Peterson,Brandon Davis,0,0,82 of 296,119 of 291,73 of 286,114 of 285,55 of 257,83 of 243,12 of 18,12 of 19,6 of 11,19 of 23,65 of 271,108 of 278,6 of 12,6 of 6,2 of 3,0 of 1,1 of 10,0 of 1,0,0,0,0,1:48,0:39,L,Decision - Unanimous,3,5:00,Dan Miragliotta,http://ufcstats.com/fight-details/a8d189f56de9b451
Sage Northcutt,Thibault Gouti,0,0,125 of 204,30 of 68,63 of 138,28 of 66,32 of 102,21 of 49,16 of 20,2 of 6,15 of 16,5 of 11,41 of 114,25 of 63,9 of 10,0 of 0,13 of 14,3 of 3,1 of 9,4 of 5,0,1,0,0,1:53,6:11,W,Decision - Unanimous,3,5:00,Kerry Hatley,http://ufcstats.com/fight-details/aeac1209f15157ed
Jared Gordon,Diego Ferreira,0,1,8 of 17,29 of 60,8 of 17,29 of 60,8 of 17,24 of 54,0 of 0,3 of 4,0 of 0,2 of 2,8 of 17,13 of 44,0 of 0,0 of 0,0 of 0,16 of 16,0 of 1,0 of 0,0,0,0,0,0:00,0:18,L,KO/TKO,1,1:58,Dan Miragliotta,http://ufcstats.com/fight-details/07f234a488661125
Geoff Neal,Brian Camozzi,0,0,15 of 32,9 of 32,14 of 31,7 of 29,11 of 28,3 of 22,1 of 1,2 of 5,2 of 2,2 of 2,14 of 31,7 of 28,0 of 0,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1,0,0,0,1:07,0:00,W,Submission,1,2:48,Jacob Montalvo,http://ufcstats.com/fight-details/4335683beee93652
Robert Sanchez,Joby Sanchez,0,0,2 of 3,5 of 9,2 of 3,1 of 5,1 of 2,1 of 5,0 of 0,0 of 0,1 of 1,0 of 0,2 of 3,1 of 5,0 of 0,0 of 0,0 of 0,0 of 0,3 of 3,0 of 0,1,0,0,0,1:30,0:00,W,Submission,1,1:50,Herb Dean,http://ufcstats.com/fight-details/6f981a44898fb4ff
Sarah Moras,Lucie Pudilova,0,2,80 of 165,107 of 171,43 of 121,75 of 134,33 of 108,70 of 128,8 of 10,3 of 3,2 of 3,2 of 3,12 of 67,48 of 93,3 of 5,5 of 6,28 of 49,22 of 35,2 of 5,0 of 0,2,0,0,1,4:47,4:52,L,Decision - Unanimous,3,5:00,Jacob Montalvo,http://ufcstats.com/fight-details/0bfb221a0944f8e0
Joshua Burkman,Alex Morono,0,1,4 of 13,7 of 19,4 of 13,7 of 19,0 of 5,2 of 12,0 of 3,0 of 0,4 of 5,5 of 7,4 of 13,7 of 19,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,1,0,0,0:06,0:01,L,Submission,1,2:12,Herb Dean,http://ufcstats.com/fight-details/5edd1cd479f3919e
Oskar Piechota,Tim Williams,1,0,17 of 22,8 of 18,17 of 22,8 of 18,13 of 18,4 of 12,2 of 2,0 of 0,2 of 2,4 of 6,10 of 14,8 of 18,0 of 0,0 of 0,7 of 8,0 of 0,0 of 0,0 of 0,0,0,0,0,0:04,0:00,W,KO/TKO,1,1:54,Kerry Hatley,http://ufcstats.com/fight-details/d07dd6239afe1cb0
Yoel Romero,Luke Rockhold,1,0,52 of 99,45 of 119,45 of 92,45 of 119,23 of 60,22 of 87,10 of 17,10 of 15,12 of 15,13 of 17,31 of 73,44 of 118,13 of 18,1 of 1,1 of 1,0 of 0,0 of 0,0 of 0,0,0,0,0,0:08,0:00,W,KO/TKO,3,1:48,Marc Goddard,http://ufcstats.com/fight-details/9444cfe0c7c0f6a7
Mark Hunt,Curtis Blaydes,1,0,35 of 53,126 of 184,14 of 32,56 of 105,13 of 31,46 of 95,0 of 0,6 of 6,1 of 1,4 of 4,11 of 29,11 of 54,2 of 2,1 of 1,1 of 1,44 of 50,0 of 0,10 of 14,0,0,0,0,0:07,9:35,L,Decision - Unanimous,3,5:00,John Sharp,http://ufcstats.com/fight-details/cd67f6ddb2920193
Tai Tuivasa,Cyril Asker,0,0,39 of 52,3 of 11,38 of 51,3 of 11,30 of 43,2 of 10,8 of 8,1 of 1,0 of 0,0 of 0,26 of 37,1 of 8,12 of 14,2 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0,0,0:25,0:00,W,KO/TKO,1,2:18,Steve Perceval,http://ufcstats.com/fight-details/3112430100d2d0be
Jake Matthews,Li Jingliang,2,0,89 of 156,56 of 163,63 of 127,49 of 152,61 of 121,35 of 134,0 of 2,4 of 4,2 of 4,10 of 14,38 of 87,40 of 132,1 of 4,4 of 6,24 of 36,5 of 14,2 of 4,0 of 1,1,0,0,1,3:26,1:11,W,Decision - Unanimous,3,5:00,Mark Simpson,http://ufcstats.com/fight-details/0d7dc1ed5eb995e4
Tyson Pedro,Saparbeg Safarov,0,0,17 of 28,10 of 24,12 of 23,8 of 22,6 of 17,6 of 20,2 of 2,1 of 1,4 of 4,1 of 1,10 of 18,4 of 14,2 of 5,3 of 6,0 of 0,1 of 2,0 of 1,2 of 5,1,0,0,0,0:01,1:19,W,Submission,1,3:54,Peter Hickmott,http://ufcstats.com/fight-details/b6e086dd8093355d
Damien Brown,Dong Hyun Ma,0,0,46 of 123,68 of 154,46 of 123,67 of 153,16 of 81,43 of 114,12 of 19,7 of 19,18 of 23,17 of 20,46 of 123,67 of 153,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0,0,0:00,0:00,L,Decision - Split,3,5:00,John Sharp,http://ufcstats.com/fight-details/6cb9bc7c86ae43b9
Rob Wilkinson,Israel Adesanya,0,1,33 of 59,70 of 94,22 of 46,52 of 75,6 of 22,35 of 56,5 of 10,13 of 13,11 of 14,4 of 6,7 of 26,28 of 45,15 of 20,24 of 30,0 of 0,0 of 0,3 of 15,0 of 0,0,0,0,0,4:06,0:00,L,KO/TKO,2,3:37,Steve Perceval,http://ufcstats.com/fight-details/1cd5d5e271b646a3
Alexander Volkanovski,Jeremy Kennedy,0,0,105 of 158,11 of 29,73 of 120,8 of 25,57 of 103,7 of 24,10 of 10,1 of 1,6 of 7,0 of 0,4 of 9,1 of 18,5 of 8,0 of 0,64 of 103,7 of 7,2 of 3,0 of 3,0,0,0,0,7:55,0:28,W,KO/TKO,2,4:57,Marc Goddard,http://ufcstats.com/fight-details/f3a60ca18747aeac
Jussier Formiga,Ben Nguyen,1,0,50 of 72,37 of 82,27 of 49,21 of 65,24 of 44,8 of 46,2 of 4,10 of 15,1 of 1,3 of 4,12 of 29,7 of 49,1 of 5,13 of 15,14 of 15,1 of 1,2 of 4,0 of 0,1,0,0,0,4:03,0:55,W,Submission,3,1:43,Peter Hickmott,http://ufcstats.com/fight-details/f8fce67abe0ab922
Ross Pearson,Mizuto Hirota,0,0,59 of 177,77 of 213,58 of 176,77 of 213,31 of 134,49 of 176,16 of 30,3 of 10,11 of 12,25 of 27,57 of 174,73 of 208,1 of 2,4 of 5,0 of 0,0 of 0,0 of 0,0 of 1,0,0,0,0,0:00,0:06,W,Decision - Unanimous,3,5:00,John Sharp,http://ufcstats.com/fight-details/e8f2902be7b350ad
Teruto Ishihara,Jose Quinonez,1,0,35 of 111,54 of 103,33 of 109,49 of 98,8 of 77,16 of 59,6 of 12,6 of 8,19 of 20,27 of 31,29 of 102,42 of 89,4 of 7,7 of 9,0 of 0,0 of 0,1 of 4,2 of 7,0,0,0,0,0:25,3:21,L,Decision - Unanimous,3,5:00,Marc Goddard,http://ufcstats.com/fight-details/58286d3126cc5263
Luke Jumeau,Daichi Abe,0,0,64 of 131,65 of 176,63 of 130,63 of 171,35 of 93,43 of 144,11 of 20,7 of 14,17 of 17,13 of 13,58 of 118,47 of 145,2 of 7,8 of 14,3 of 5,8 of 12,1 of 1,0 of 1,0,0,0,0,0:13,0:17,W,Decision - Unanimous,3,5:00,Mark Simpson,http://ufcstats.com/fight-details/194d3950076b2f83
Lyoto Machida,Eryk Anders,0,0,66 of 116,46 of 94,62 of 112,32 of 77,18 of 57,18 of 63,23 of 31,13 of 13,21 of 24,1 of 1,49 of 94,19 of 60,6 of 7,12 of 15,7 of 11,1 of 2,0 of 0,3 of 11,0,0,0,0,2:17,3:47,W,Decision - Split,5,5:00,Marc Goddard,http://ufcstats.com/fight-details/420dd305cd1d062f
Valentina Shevchenko,Priscila Cachoeira,0,0,230 of 254,3 of 13,95 of 113,2 of 12,87 of 103,2 of 12,8 of 9,0 of 0,0 of 1,0 of 0,11 of 20,2 of 12,0 of 0,0 of 0,84 of 93,0 of 0,2 of 2,0 of 0,2,0,0,0,8:32,0:00,W,Submission,2,4:25,Mario Yamasaki,http://ufcstats.com/fight-details/10f5bb70feb1df53
Michel Prazeres,Desmond Green,0,0,70 of 106,50 of 79,36 of 72,33 of 61,22 of 52,9 of 36,8 of 14,15 of 15,6 of 6,9 of 10,17 of 51,20 of 45,6 of 7,13 of 16,13 of 14,0 of 0,3 of 8,3 of 6,3,0,0,0,3:55,2:45,W,Decision - Unanimous,3,5:00,Marc Goddard,http://ufcstats.com/fight-details/ee1c1e9037fee21e
Timothy Johnson,Marcelo Golm,0,0,139 of 217,89 of 119,77 of 146,59 of 87,42 of 102,40 of 67,25 of 32,13 of 14,10 of 12,6 of 6,23 of 80,27 of 51,54 of 66,32 of 36,0 of 0,0 of 0,0 of 6,0 of 0,0,0,0,0,5:48,1:04,W,Decision - Unanimous,3,5:00,Osiris Maia,http://ufcstats.com/fight-details/0da43c3ec0e11650
Douglas Silva de Andrade,Marlon Vera,0,0,99 of 234,75 of 195,97 of 232,72 of 191,55 of 180,28 of 138,23 of 31,22 of 29,19 of 21,22 of 24,92 of 224,71 of 187,4 of 6,1 of 3,1 of 2,0 of 1,1 of 3,0 of 0,0,0,0,0,0:35,0:01,W,Decision - Unanimous,3,5:00,Camila Albuquerque,http://ufcstats.com/fight-details/a0ec4eac058e6050
Thiago Santos,Anthony Smith,2,0,80 of 106,13 of 26,58 of 82,10 of 22,33 of 56,10 of 22,20 of 21,0 of 0,5 of 5,0 of 0,13 of 24,8 of 20,3 of 4,1 of 1,42 of 54,1 of 1,0 of 1,1 of 3,0,0,1,0,3:19,0:50,W,KO/TKO,2,1:03,Marc Goddard,http://ufcstats.com/fight-details/bc767f1eb6176dfb
Sergio Moraes,Tim Means,0,1,89 of 195,136 of 282,87 of 192,129 of 274,70 of 168,91 of 229,15 of 22,22 of 28,2 of 2,16 of 17,87 of 192,124 of 268,0 of 0,1 of 1,0 of 0,4 of 5,0 of 1,0 of 0,0,0,0,0,0:00,1:22,W,Decision - Split,3,5:00,Eduardo Herdy,http://ufcstats.com/fight-details/eb0f7127f22457e9
Alan Patrick,Damir Hadzovic,0,0,91 of 129,67 of 81,28 of 45,20 of 25,20 of 35,5 of 8,5 of 7,15 of 17,3 of 3,0 of 0,8 of 18,6 of 9,3 of 4,11 of 12,17 of 23,3 of 4,9 of 15,0 of 0,0,1,0,0,12:26,0:48,W,Decision - Unanimous,3,5:00,Mario Yamasaki,http://ufcstats.com/fight-details/59b384dcc3ab49b2
Maia Stevenson,Polyana Viana,0,0,11 of 16,25 of 35,6 of 11,12 of 18,1 of 6,11 of 16,3 of 3,1 of 2,2 of 2,0 of 0,4 of 9,4 of 8,2 of 2,1 of 2,0 of 0,7 of 8,1 of 1,1 of 2,0,3,0,1,1:29,1:46,L,Submission,1,3:50,Camila Albuquerque,http://ufcstats.com/fight-details/7bfb92f7ea59dbbd
Iuri Alcantara,Joe Soto,1,0,17 of 30,1 of 2,17 of 30,1 of 2,13 of 26,1 of 1,3 of 3,0 of 0,1 of 1,0 of 1,8 of 17,1 of 2,1 of 2,0 of 0,8 of 11,0 of 0,0 of 0,0 of 1,0,0,0,0,0:06,0:00,W,KO/TKO,1,1:06,Osiris Maia,http://ufcstats.com/fight-details/fa77134e0d90da3b
Deiveson Figueiredo,Joseph Morales,1,0,44 of 76,11 of 35,31 of 62,9 of 32,25 of 51,5 of 24,6 of 11,2 of 4,0 of 0,2 of 4,11 of 27,7 of 20,0 of 0,0 of 1,20 of 35,2 of 11,2 of 2,0 of 1,1,0,0,0,6:03,0:00,W,KO/TKO,2,4:34,Eduardo Herdy,http://ufcstats.com/fight-details/1fd5bf36c42ff1a2
Jacare Souza,Derek Brunson,1,0,9 of 21,8 of 34,9 of 21,8 of 34,7 of 10,5 of 28,2 of 11,2 of 4,0 of 0,1 of 2,6 of 17,8 of 34,1 of 1,0 of 0,2 of 3,0 of 0,0 of 1,0 of 0,0,0,0,0,0:04,0:00,W,KO/TKO,1,3:50,Dan Miragliotta,http://ufcstats.com/fight-details/3a94bf34e62ae5fd
Dennis Bermudez,Andre Fili,0,0,133 of 227,93 of 242,103 of 196,80 of 229,56 of 138,70 of 214,12 of 21,5 of 9,35 of 37,5 of 6,91 of 176,76 of 220,12 of 20,4 of 9,0 of 0,0 of 0,1 of 11,4 of 12,0,0,0,0,3:11,0:50,L,Decision - Split,3,5:00,Kevin MacDonald,http://ufcstats.com/fight-details/27901ef9e82d5690
Jordan Rinaldi,Gregor Gillespie,0,0,7 of 16,42 of 63,7 of 16,34 of 55,5 of 14,31 of 51,1 of 1,1 of 2,1 of 1,2 of 2,7 of 16,5 of 19,0 of 0,1 of 1,0 of 0,28 of 35,0 of 0,1 of 2,0,0,0,0,0:00,3:43,L,KO/TKO,1,4:46,Donnie Jessup,http://ufcstats.com/fight-details/d571486369996a39
Drew Dober,Frank Camacho,0,0,161 of 338,148 of 269,145 of 322,106 of 223,96 of 262,80 of 194,34 of 45,26 of 29,15 of 15,0 of 0,125 of 293,99 of 209,15 of 19,6 of 8,5 of 10,1 of 6,0 of 6,3 of 3,0,0,0,1,0:25,3:04,W,Decision - Unanimous,3,5:00,Joseph Hawes,http://ufcstats.com/fight-details/f23e2bed86b62462
Erik Koch,Bobby Green,0,0,60 of 150,134 of 220,56 of 146,110 of 194,45 of 129,48 of 116,7 of 10,43 of 56,4 of 7,19 of 22,45 of 129,55 of 128,3 of 6,37 of 42,8 of 11,18 of 24,1 of 1,1 of 5,0,0,1,1,1:56,3:17,L,Decision - Unanimous,3,5:00,Dan Miragliotta,http://ufcstats.com/fight-details/04a1c5b7993fe4d5
Mirsad Bektic,Godofredo Pepey,1,0,12 of 34,5 of 17,12 of 33,5 of 17,7 of 24,2 of 12,1 of 4,2 of 4,4 of 5,1 of 1,9 of 29,4 of 16,0 of 0,1 of 1,3 of 4,0 of 0,0 of 0,0 of 0,0,0,0,0,0:04,0:00,W,KO/TKO,1,2:47,Kevin MacDonald,http://ufcstats.com/fight-details/b8648b32caf36c5a
Katlyn Chookagian,Mara Romero Borella,0,0,71 of 257,80 of 214,68 of 252,79 of 211,37 of 212,46 of 170,22 of 31,3 of 6,9 of 9,30 of 35,63 of 247,78 of 210,5 of 5,1 of 1,0 of 0,0 of 0,0 of 1,1 of 3,1,0,0,0,0:00,0:35,W,Decision - Unanimous,3,5:00,Donnie Jessup,http://ufcstats.com/fight-details/c5f0c83e303d80bf
Randa Markos,Juliana Lima,0,0,114 of 149,34 of 56,46 of 65,18 of 37,11 of 25,5 of 11,10 of 11,5 of 11,25 of 29,8 of 15,4 of 14,6 of 23,29 of 33,12 of 14,13 of 18,0 of 0,2 of 7,1 of 2,0,0,1,0,9:12,3:10,W,Decision - Unanimous,3,5:00,Joseph Hawes,http://ufcstats.com/fight-details/5a096f2acb44c776
Justine Kish,Ji Yeon Kim,0,0,96 of 203,68 of 216,96 of 203,68 of 215,43 of 132,60 of 201,22 of 31,5 of 11,31 of 40,3 of 3,93 of 197,66 of 210,3 of 6,2 of 5,0 of 0,0 of 0,0 of 0,0 of 0,0,0,0,0,0:00,0:00,L,Decision - Split,3,5:00,Dan Miragliotta,http://ufcstats.com/fight-details/6e65bec924996b5a
Vinc Pichel,Joaquim Silva,0,0,62 of 188,54 of 109,60 of 186,45 of 100,24 of 135,30 of 79,15 of 21,10 of 15,21 of 30,5 of 6,50 of 174,44 of 97,10 of 12,1 of 3,0 of 0,0 of 0,1 of 4,0 of 0,0,0,0,0,0:49,0:00,W,Decision - Unanimous,3,5:00,Kevin MacDonald,http://ufcstats.com/fight-details/ce4314886c57718b
Niko Price,George Sullivan,0,0,35 of 67,42 of 88,24 of 47,21 of 61,13 of 34,15 of 53,7 of 9,3 of 4,4 of 4,3 of 4,11 of 27,7 of 37,7 of 13,4 of 5,6 of 7,10 of 19,2 of 5,1 of 6,3,0,1,0,2:58,3:04,W,Submission,2,4:21,Donnie Jessup,http://ufcstats.com/fight-details/4fcbee643660d679
